gelma_concentration,cure_adhesive,adhesive_concentration,light_cure_time,groove_angle,maxMises,maxPrincipal,minPrincipal,convergence
0.1750 ,LAP,0.0025 ,50,90,96219.7000 ,106247.1800 ,-5090.4300 ,TRUE
0.1750 ,LAP,0.0025 ,70,0,133816.0000 ,149591.9400 ,-20278.4100 ,TRUE
0.1750 ,LAP,0.0025 ,70,5,134709.7300 ,149713.0500 ,-16612.9700 ,TRUE
0.1750 ,LAP,0.0025 ,70,10,30754.2600 ,34705.7000 ,-4902.2600 ,FALSE
0.1750 ,LAP,0.0025 ,70,15,81175.8800 ,89567.4800 ,-10556.4400 ,FALSE
0.1750 ,LAP,0.0025 ,70,20,139276.8800 ,148229.6900 ,-20088.8000 ,TRUE
0.1750 ,LAP,0.0025 ,70,25,140524.8400 ,146990.2300 ,-16818.6800 ,TRUE
0.1750 ,LAP,0.0025 ,70,30,103197.8700 ,105715.7000 ,-15613.1200 ,FALSE
0.1750 ,LAP,0.0025 ,70,35,138656.4200 ,145400.8400 ,-19111.0600 ,TRUE
0.1750 ,LAP,0.0025 ,70,40,135614.5900 ,138496.3400 ,-12798.9000 ,TRUE
0.1750 ,LAP,0.0025 ,70,45,120482.1600 ,121049.7700 ,-15177.9600 ,FALSE
0.1750 ,LAP,0.0025 ,70,50,125085.2100 ,129298.0100 ,-16495.4800 ,TRUE
0.1750 ,LAP,0.0025 ,70,55,118382.8700 ,117834.4500 ,-15244.7800 ,TRUE
0.1750 ,LAP,0.0025 ,70,60,110586.1600 ,110763.6500 ,-13281.5500 ,TRUE
0.1750 ,LAP,0.0025 ,70,65,100514.6100 ,101986.2000 ,-9289.4500 ,TRUE
0.1750 ,LAP,0.0025 ,70,70,91962.8700 ,100335.6500 ,-7572.4600 ,TRUE
0.1750 ,LAP,0.0025 ,70,75,80541.2200 ,92307.9900 ,-5988.5300 ,FALSE
0.1750 ,LAP,0.0025 ,70,80,81898.7200 ,94094.4100 ,-5258.8300 ,TRUE
0.1750 ,LAP,0.0025 ,70,85,80702.1900 ,92277.1900 ,-4781.4200 ,TRUE
0.1750 ,LAP,0.0025 ,70,90,81153.8800 ,89611.2700 ,-4293.3900 ,TRUE
0.1750 ,LAP,0.0025 ,90,0,203336.9500 ,227308.9200 ,-30813.5800 ,TRUE
0.1750 ,LAP,0.0025 ,90,5,204695.0300 ,227492.9500 ,-25243.8500 ,TRUE
0.1750 ,LAP,0.0025 ,90,10,46731.9100 ,52736.2300 ,-7449.1100 ,FALSE
0.1750 ,LAP,0.0025 ,90,15,123348.9000 ,136100.1900 ,-16040.7900 ,FALSE
0.1750 ,LAP,0.0025 ,90,20,211634.9200 ,225238.9500 ,-30525.4600 ,TRUE
0.1750 ,LAP,0.0025 ,90,25,213531.2500 ,223355.5800 ,-25556.4300 ,TRUE
0.1750 ,LAP,0.0025 ,90,30,156811.9100 ,160637.8000 ,-23724.5500 ,FALSE
0.1750 ,LAP,0.0025 ,90,35,210692.1100 ,220940.4200 ,-29039.7700 ,TRUE
0.1750 ,LAP,0.0025 ,90,40,206069.9500 ,210448.8800 ,-19448.2600 ,TRUE
0.1750 ,LAP,0.0025 ,90,45,183075.8300 ,183938.3400 ,-23063.3200 ,FALSE
0.1750 ,LAP,0.0025 ,90,50,190070.3000 ,196471.7500 ,-25065.3300 ,TRUE
0.1750 ,LAP,0.0025 ,90,55,179885.8800 ,179052.5900 ,-23164.8500 ,TRUE
0.1750 ,LAP,0.0025 ,90,60,168038.5800 ,168308.3100 ,-20181.6700 ,TRUE
0.1750 ,LAP,0.0025 ,90,65,152734.6200 ,154970.7300 ,-14115.5600 ,TRUE
0.1750 ,LAP,0.0025 ,90,70,139740.0200 ,152462.6900 ,-11506.5600 ,TRUE
0.1750 ,LAP,0.0025 ,90,75,122384.5200 ,140264.4500 ,-9099.7200 ,FALSE
0.1750 ,LAP,0.0025 ,90,80,124447.2800 ,142978.9500 ,-7990.9300 ,TRUE
0.1750 ,LAP,0.0025 ,90,85,122629.1100 ,140217.6400 ,-7265.4900 ,TRUE
0.1750 ,LAP,0.0025 ,90,90,123315.4700 ,136166.7200 ,-6523.9200 ,TRUE
0.1000 ,LAP,0.0050 ,30,0,36113.1200 ,40370.6100 ,-5472.5700 ,TRUE
0.1000 ,LAP,0.0050 ,30,5,36354.3300 ,40403.2900 ,-4483.3700 ,TRUE
0.1000 ,LAP,0.0050 ,30,10,8299.7000 ,9366.0800 ,-1322.9800 ,FALSE
0.1000 ,LAP,0.0050 ,30,15,21907.0600 ,24171.7200 ,-2848.8800 ,FALSE
0.1000 ,LAP,0.0050 ,30,20,37586.8700 ,40002.9700 ,-5421.4000 ,TRUE
0.1000 ,LAP,0.0050 ,30,25,37923.6600 ,39668.4800 ,-4538.8800 ,TRUE
0.1000 ,LAP,0.0050 ,30,30,27850.1700 ,28529.6600 ,-4213.5400 ,FALSE
0.1000 ,LAP,0.0050 ,30,35,37419.4200 ,39239.5400 ,-5157.5300 ,TRUE
0.1000 ,LAP,0.0050 ,30,40,36598.5200 ,37376.2200 ,-3454.0600 ,TRUE
0.1000 ,LAP,0.0050 ,30,45,32514.7100 ,32667.8900 ,-4096.1000 ,FALSE
0.1000 ,LAP,0.0050 ,30,50,33756.9400 ,34893.8600 ,-4451.6600 ,TRUE
0.1000 ,LAP,0.0050 ,30,55,31948.1600 ,31800.1700 ,-4114.1300 ,TRUE
0.1000 ,LAP,0.0050 ,30,60,29844.0500 ,29891.9600 ,-3584.3100 ,TRUE
0.1000 ,LAP,0.0050 ,30,65,27126.0300 ,27523.1700 ,-2506.9600 ,TRUE
0.1000 ,LAP,0.0050 ,30,70,24818.1600 ,27077.7300 ,-2043.5900 ,TRUE
0.1000 ,LAP,0.0050 ,30,75,21735.7900 ,24911.3000 ,-1616.1300 ,FALSE
0.1000 ,LAP,0.0050 ,30,80,22102.1300 ,25393.4000 ,-1419.2100 ,TRUE
0.1000 ,LAP,0.0050 ,30,85,21779.2200 ,24902.9800 ,-1290.3700 ,TRUE
0.1000 ,LAP,0.0050 ,30,90,21901.1200 ,24183.5300 ,-1158.6600 ,TRUE
0.1000 ,LAP,0.0050 ,50,0,39132.5800 ,43746.0300 ,-5930.1300 ,TRUE
0.1000 ,LAP,0.0050 ,50,5,39393.9500 ,43781.4500 ,-4858.2300 ,TRUE
0.1000 ,LAP,0.0050 ,50,10,8993.6400 ,10149.1900 ,-1433.6000 ,FALSE
0.1000 ,LAP,0.0050 ,50,15,23738.7300 ,26192.7400 ,-3087.0800 ,FALSE
0.1000 ,LAP,0.0050 ,50,20,40729.5400 ,43347.6600 ,-5874.6800 ,TRUE
0.1000 ,LAP,0.0050 ,50,25,41094.4900 ,42985.2000 ,-4918.3800 ,TRUE
0.1000 ,LAP,0.0050 ,50,30,30178.7500 ,30915.0500 ,-4565.8300 ,FALSE
0.1000 ,LAP,0.0050 ,50,35,40548.0900 ,42520.4000 ,-5588.7600 ,TRUE
0.1000 ,LAP,0.0050 ,50,40,39658.5500 ,40501.2900 ,-3742.8500 ,TRUE
0.1000 ,LAP,0.0050 ,50,45,35233.2900 ,35399.2800 ,-4438.5800 ,FALSE
0.1000 ,LAP,0.0050 ,50,50,36579.3900 ,37811.3600 ,-4823.8700 ,TRUE
0.1000 ,LAP,0.0050 ,50,55,34619.3800 ,34459.0100 ,-4458.1200 ,TRUE
0.1000 ,LAP,0.0050 ,50,60,32339.3400 ,32391.2500 ,-3884.0000 ,TRUE
0.1000 ,LAP,0.0050 ,50,65,29394.0600 ,29824.4100 ,-2716.5700 ,TRUE
0.1000 ,LAP,0.0050 ,50,70,26893.2300 ,29341.7300 ,-2214.4600 ,TRUE
0.1000 ,LAP,0.0050 ,50,75,23553.1300 ,26994.1600 ,-1751.2600 ,FALSE
0.1000 ,LAP,0.0050 ,50,80,23950.1100 ,27516.5700 ,-1537.8700 ,TRUE
0.1000 ,LAP,0.0050 ,50,85,23600.2000 ,26985.1500 ,-1398.2600 ,TRUE
0.1000 ,LAP,0.0050 ,50,90,23732.2900 ,26205.5400 ,-1255.5400 ,TRUE
0.1000 ,LAP,0.0050 ,70,0,42086.8700 ,47048.6100 ,-6377.8200 ,TRUE
0.1000 ,LAP,0.0050 ,70,5,42367.9600 ,47086.7000 ,-5224.9900 ,TRUE
0.1000 ,LAP,0.0050 ,70,10,9672.6100 ,10915.3900 ,-1541.8200 ,FALSE
0.1000 ,LAP,0.0050 ,70,15,25530.8700 ,28170.1400 ,-3320.1400 ,FALSE
0.1000 ,LAP,0.0050 ,70,20,43804.3900 ,46620.1600 ,-6318.1900 ,TRUE
0.1000 ,LAP,0.0050 ,70,25,44196.8900 ,46230.3400 ,-5289.6900 ,TRUE
0.1000 ,LAP,0.0050 ,70,30,32457.0700 ,33248.9600 ,-4910.5300 ,FALSE
0.1000 ,LAP,0.0050 ,70,35,43609.2400 ,45730.4500 ,-6010.6800 ,TRUE
0.1000 ,LAP,0.0050 ,70,40,42652.5400 ,43558.9000 ,-4025.4200 ,TRUE
0.1000 ,LAP,0.0050 ,70,45,37893.2100 ,38071.7300 ,-4773.6700 ,FALSE
0.1000 ,LAP,0.0050 ,70,50,39340.9200 ,40665.9000 ,-5188.0400 ,TRUE
0.1000 ,LAP,0.0050 ,70,55,37232.9500 ,37060.4700 ,-4794.6800 ,TRUE
0.1000 ,LAP,0.0050 ,70,60,34780.7800 ,34836.6000 ,-4177.2200 ,TRUE
0.1000 ,LAP,0.0050 ,70,65,31613.1500 ,32075.9800 ,-2921.6500 ,TRUE
0.1000 ,LAP,0.0050 ,70,70,28923.5200 ,31556.8700 ,-2381.6400 ,TRUE
0.1000 ,LAP,0.0050 ,70,75,25331.2600 ,29032.0600 ,-1883.4700 ,FALSE
0.1000 ,LAP,0.0050 ,70,80,25758.2100 ,29593.9100 ,-1653.9700 ,TRUE
0.1000 ,LAP,0.0050 ,70,85,25381.8800 ,29022.3700 ,-1503.8200 ,TRUE
0.1000 ,LAP,0.0050 ,70,90,25523.9500 ,28183.9100 ,-1350.3300 ,TRUE
0.1000 ,LAP,0.0050 ,90,0,6197055.0000 ,6927643.5000 ,-939098.7500 ,TRUE
0.1000 ,LAP,0.0050 ,90,5,6238445.0000 ,6933252.0000 ,-769351.1200 ,TRUE
0.1000 ,LAP,0.0050 ,90,10,1424238.1200 ,1607230.2500 ,-227024.9200 ,FALSE
0.1000 ,LAP,0.0050 ,90,15,3759277.2500 ,4147894.7500 ,-488871.6200 ,FALSE
0.1000 ,LAP,0.0050 ,90,20,6449950.0000 ,6864557.5000 ,-930317.6900 ,TRUE
0.1000 ,LAP,0.0050 ,90,25,6507744.0000 ,6807158.0000 ,-778877.6200 ,TRUE
0.1000 ,LAP,0.0050 ,90,30,4779121.5000 ,4895722.5000 ,-723047.8800 ,FALSE
0.1000 ,LAP,0.0050 ,90,35,6421216.5000 ,6733552.0000 ,-885038.4400 ,TRUE
0.1000 ,LAP,0.0050 ,90,40,6280348.0000 ,6413803.5000 ,-592720.3100 ,TRUE
0.1000 ,LAP,0.0050 ,90,45,5579561.5000 ,5605848.0000 ,-702895.5000 ,FALSE
0.1000 ,LAP,0.0050 ,90,50,5792730.5000 ,5987826.0000 ,-763910.3800 ,TRUE
0.1000 ,LAP,0.0050 ,90,55,5482342.5000 ,5456945.5000 ,-705990.0600 ,TRUE
0.1000 ,LAP,0.0050 ,90,60,5121274.5000 ,5129494.5000 ,-615072.3100 ,TRUE
0.1000 ,LAP,0.0050 ,90,65,4654858.5000 ,4723008.5000 ,-430196.8800 ,TRUE
0.1000 ,LAP,0.0050 ,90,70,4258825.5000 ,4646571.0000 ,-350682.6900 ,TRUE
0.1000 ,LAP,0.0050 ,90,75,3729886.0000 ,4274808.5000 ,-277330.2500 ,FALSE
0.1000 ,LAP,0.0050 ,90,80,3792752.2500 ,4357537.5000 ,-243537.8400 ,TRUE
0.1000 ,LAP,0.0050 ,90,85,3737340.2500 ,4273381.0000 ,-221428.6400 ,TRUE
0.1000 ,LAP,0.0050 ,90,90,3758258.2500 ,4149922.5000 ,-198827.9200 ,TRUE
0.1250 ,LAP,0.0050 ,30,0,161456.5600 ,180491.1200 ,-24467.0500 ,TRUE
0.1250 ,LAP,0.0050 ,30,5,162534.9200 ,180637.2700 ,-20044.4900 ,TRUE
0.1250 ,LAP,0.0050 ,30,10,37106.7500 ,41874.3800 ,-5914.8500 ,FALSE
0.1250 ,LAP,0.0050 ,30,15,97943.2900 ,108068.2400 ,-12736.9400 ,FALSE
0.1250 ,LAP,0.0050 ,30,20,168045.4400 ,178847.5200 ,-24238.2700 ,TRUE
0.1250 ,LAP,0.0050 ,30,25,169551.1700 ,177352.0300 ,-20292.6900 ,TRUE
0.1250 ,LAP,0.0050 ,30,30,124514.0600 ,127551.9700 ,-18838.1100 ,FALSE
0.1250 ,LAP,0.0050 ,30,35,167296.8100 ,175434.3300 ,-23058.5800 ,TRUE
0.1250 ,LAP,0.0050 ,30,40,163626.6600 ,167103.6700 ,-15442.5900 ,TRUE
0.1250 ,LAP,0.0050 ,30,45,145368.5500 ,146053.3900 ,-18313.0700 ,FALSE
0.1250 ,LAP,0.0050 ,30,50,150922.3900 ,156005.3800 ,-19902.7300 ,TRUE
0.1250 ,LAP,0.0050 ,30,55,142835.6200 ,142173.9400 ,-18393.6900 ,TRUE
0.1250 ,LAP,0.0050 ,30,60,133428.4400 ,133642.5900 ,-16024.9500 ,TRUE
0.1250 ,LAP,0.0050 ,30,65,121276.5700 ,123052.1200 ,-11208.2500 ,TRUE
0.1250 ,LAP,0.0050 ,30,70,110958.4000 ,121060.6300 ,-9136.6000 ,TRUE
0.1250 ,LAP,0.0050 ,30,75,97177.5500 ,111374.8100 ,-7225.4900 ,FALSE
0.1250 ,LAP,0.0050 ,30,80,98815.4500 ,113530.2300 ,-6345.0800 ,TRUE
0.1250 ,LAP,0.0050 ,30,85,97371.7500 ,111337.6400 ,-5769.0500 ,TRUE
0.1250 ,LAP,0.0050 ,30,90,97916.7400 ,108121.0700 ,-5180.2100 ,TRUE
0.1250 ,LAP,0.0050 ,50,0,156815.3100 ,175302.7000 ,-23763.7200 ,TRUE
0.1250 ,LAP,0.0050 ,50,5,157862.6700 ,175444.6400 ,-19468.2900 ,TRUE
0.1250 ,LAP,0.0050 ,50,10,36040.0700 ,40670.6600 ,-5744.8200 ,FALSE
0.1250 ,LAP,0.0050 ,50,15,95127.8000 ,104961.7000 ,-12370.8000 ,FALSE
0.1250 ,LAP,0.0050 ,50,20,163214.7800 ,173706.3300 ,-23541.5200 ,TRUE
0.1250 ,LAP,0.0050 ,50,25,164677.2300 ,172253.8400 ,-19709.3500 ,TRUE
0.1250 ,LAP,0.0050 ,50,30,120934.7700 ,123885.3400 ,-18296.5900 ,FALSE
0.1250 ,LAP,0.0050 ,50,35,162487.6700 ,170391.2700 ,-22395.7300 ,TRUE
0.1250 ,LAP,0.0050 ,50,40,158923.0300 ,162300.0800 ,-14998.6800 ,TRUE
0.1250 ,LAP,0.0050 ,50,45,141189.7500 ,141854.9400 ,-17786.6400 ,FALSE
0.1250 ,LAP,0.0050 ,50,50,146583.9500 ,151520.8000 ,-19330.6100 ,TRUE
0.1250 ,LAP,0.0050 ,50,55,138729.6400 ,138086.9800 ,-17864.9500 ,TRUE
0.1250 ,LAP,0.0050 ,50,60,129592.9000 ,129800.9000 ,-15564.2900 ,TRUE
0.1250 ,LAP,0.0050 ,50,65,117790.3300 ,119514.8400 ,-10886.0500 ,TRUE
0.1250 ,LAP,0.0050 ,50,70,107768.7700 ,117580.6100 ,-8873.9600 ,TRUE
0.1250 ,LAP,0.0050 ,50,75,94384.0600 ,108173.2200 ,-7017.7900 ,FALSE
0.1250 ,LAP,0.0050 ,50,80,95974.8800 ,110266.6600 ,-6162.6800 ,TRUE
0.1250 ,LAP,0.0050 ,50,85,94572.7000 ,108137.1100 ,-5603.2100 ,TRUE
0.1250 ,LAP,0.0050 ,50,90,95102.0200 ,105013.0100 ,-5031.3000 ,TRUE
0.1250 ,LAP,0.0050 ,70,0,157972.8000 ,176596.6600 ,-23939.1200 ,TRUE
0.1250 ,LAP,0.0050 ,70,5,159027.9100 ,176739.6600 ,-19611.9900 ,TRUE
0.1250 ,LAP,0.0050 ,70,10,36306.1000 ,40970.8600 ,-5787.2300 ,FALSE
0.1250 ,LAP,0.0050 ,70,15,95829.9600 ,105736.4500 ,-12462.1200 ,FALSE
0.1250 ,LAP,0.0050 ,70,20,164419.5200 ,174988.5000 ,-23715.2800 ,TRUE
0.1250 ,LAP,0.0050 ,70,25,165892.7700 ,173525.3000 ,-19854.8300 ,TRUE
0.1250 ,LAP,0.0050 ,70,30,121827.4300 ,124799.7700 ,-18431.6400 ,FALSE
0.1250 ,LAP,0.0050 ,70,35,163687.0300 ,171648.9800 ,-22561.0400 ,TRUE
0.1250 ,LAP,0.0050 ,70,40,160096.0800 ,163498.0600 ,-15109.3900 ,TRUE
0.1250 ,LAP,0.0050 ,70,45,142231.9200 ,142902.0000 ,-17917.9300 ,FALSE
0.1250 ,LAP,0.0050 ,70,50,147665.9200 ,152639.2200 ,-19473.2900 ,TRUE
0.1250 ,LAP,0.0050 ,70,55,139753.6400 ,139106.2500 ,-17996.8100 ,TRUE
0.1250 ,LAP,0.0050 ,70,60,130549.4500 ,130758.9900 ,-15679.1700 ,TRUE
0.1250 ,LAP,0.0050 ,70,65,118659.7700 ,120397.0200 ,-10966.4000 ,TRUE
0.1250 ,LAP,0.0050 ,70,70,108564.2500 ,118448.5100 ,-8939.4600 ,TRUE
0.1250 ,LAP,0.0050 ,70,75,95080.7300 ,108971.6800 ,-7069.5900 ,FALSE
0.1250 ,LAP,0.0050 ,70,80,96683.3000 ,111080.5800 ,-6208.1700 ,TRUE
0.1250 ,LAP,0.0050 ,70,85,95270.7600 ,108935.3000 ,-5644.5700 ,TRUE
0.1250 ,LAP,0.0050 ,70,90,95803.9800 ,105788.1400 ,-5068.4400 ,TRUE
0.1250 ,LAP,0.0050 ,90,0,201904.3300 ,225707.3800 ,-30596.4800 ,TRUE
0.1250 ,LAP,0.0050 ,90,5,203252.8300 ,225890.1200 ,-25065.9900 ,TRUE
0.1250 ,LAP,0.0050 ,90,10,46402.6600 ,52364.6700 ,-7396.6300 ,FALSE
0.1250 ,LAP,0.0050 ,90,15,122479.8400 ,135141.2800 ,-15927.7700 ,FALSE
0.1250 ,LAP,0.0050 ,90,20,210143.8300 ,223652.0000 ,-30310.3900 ,TRUE
0.1250 ,LAP,0.0050 ,90,25,212026.7800 ,221781.8800 ,-25376.3700 ,TRUE
0.1250 ,LAP,0.0050 ,90,30,155707.0600 ,159506.0200 ,-23557.4000 ,FALSE
0.1250 ,LAP,0.0050 ,90,35,209207.6700 ,219383.7500 ,-28835.1600 ,TRUE
0.1250 ,LAP,0.0050 ,90,40,204618.0600 ,208966.1200 ,-19311.2400 ,TRUE
0.1250 ,LAP,0.0050 ,90,45,181785.9500 ,182642.3800 ,-22900.8200 ,FALSE
0.1250 ,LAP,0.0050 ,90,50,188731.1200 ,195087.4800 ,-24888.7300 ,TRUE
0.1250 ,LAP,0.0050 ,90,55,178618.5000 ,177791.0500 ,-23001.6400 ,TRUE
0.1250 ,LAP,0.0050 ,90,60,166854.6600 ,167122.4500 ,-20039.4800 ,TRUE
0.1250 ,LAP,0.0050 ,90,65,151658.5000 ,153878.8600 ,-14016.1100 ,TRUE
0.1250 ,LAP,0.0050 ,90,70,138755.4500 ,151388.4800 ,-11425.4800 ,TRUE
0.1250 ,LAP,0.0050 ,90,75,121522.2500 ,139276.2000 ,-9035.6100 ,FALSE
0.1250 ,LAP,0.0050 ,90,80,123570.4700 ,141971.5800 ,-7934.6300 ,TRUE
0.1250 ,LAP,0.0050 ,90,85,121765.1100 ,139229.7000 ,-7214.3000 ,TRUE
0.1250 ,LAP,0.0050 ,90,90,122446.6200 ,135207.3300 ,-6477.9500 ,TRUE
0.1500 ,LAP,0.0050 ,30,0,202556.5900 ,226436.5600 ,-30695.3300 ,TRUE
0.1500 ,LAP,0.0050 ,30,5,203909.4700 ,226619.8900 ,-25146.9700 ,TRUE
0.1500 ,LAP,0.0050 ,30,10,46552.5600 ,52533.8400 ,-7420.5200 ,FALSE
0.1500 ,LAP,0.0050 ,30,15,122875.5200 ,135577.8600 ,-15979.2300 ,FALSE
0.1500 ,LAP,0.0050 ,30,20,210822.7000 ,224374.5300 ,-30408.3100 ,TRUE
0.1500 ,LAP,0.0050 ,30,25,212711.7700 ,222498.3800 ,-25458.3500 ,TRUE
0.1500 ,LAP,0.0050 ,30,30,156210.0900 ,160021.3100 ,-23633.5000 ,FALSE
0.1500 ,LAP,0.0050 ,30,35,209883.5200 ,220092.5000 ,-28928.3200 ,TRUE
0.1500 ,LAP,0.0050 ,30,40,205279.1100 ,209641.2200 ,-19373.6200 ,TRUE
0.1500 ,LAP,0.0050 ,30,45,182373.2500 ,183232.4200 ,-22974.8000 ,FALSE
0.1500 ,LAP,0.0050 ,30,50,189340.8400 ,195717.7300 ,-24969.1300 ,TRUE
0.1500 ,LAP,0.0050 ,30,55,179195.5600 ,178365.4200 ,-23075.9500 ,TRUE
0.1500 ,LAP,0.0050 ,30,60,167393.6900 ,167662.3800 ,-20104.2200 ,TRUE
0.1500 ,LAP,0.0050 ,30,65,152148.4500 ,154376.0000 ,-14061.3900 ,TRUE
0.1500 ,LAP,0.0050 ,30,70,139203.7200 ,151877.5600 ,-11462.4000 ,TRUE
0.1500 ,LAP,0.0050 ,30,75,121914.8500 ,139726.1600 ,-9064.8000 ,FALSE
0.1500 ,LAP,0.0050 ,30,80,123969.6900 ,142430.2200 ,-7960.2600 ,TRUE
0.1500 ,LAP,0.0050 ,30,85,122158.4800 ,139679.5000 ,-7237.6000 ,TRUE
0.1500 ,LAP,0.0050 ,30,90,122842.2000 ,135644.1400 ,-6498.8800 ,TRUE
0.1500 ,LAP,0.0050 ,50,0,191756.6400 ,214363.3900 ,-29058.7100 ,TRUE
0.1500 ,LAP,0.0050 ,50,5,193037.3800 ,214536.9400 ,-23806.1800 ,TRUE
0.1500 ,LAP,0.0050 ,50,10,44070.4700 ,49732.8300 ,-7024.8800 ,FALSE
0.1500 ,LAP,0.0050 ,50,15,116324.0200 ,128349.1000 ,-15127.2500 ,FALSE
0.1500 ,LAP,0.0050 ,50,20,199582.0300 ,212411.3000 ,-28787.0000 ,TRUE
0.1500 ,LAP,0.0050 ,50,25,201370.3800 ,210635.1700 ,-24100.9600 ,TRUE
0.1500 ,LAP,0.0050 ,50,30,147881.2500 ,151489.2800 ,-22373.4100 ,FALSE
0.1500 ,LAP,0.0050 ,50,35,198692.9200 ,208357.5800 ,-27385.9100 ,TRUE
0.1500 ,LAP,0.0050 ,50,40,194334.0200 ,198463.5500 ,-18340.6600 ,TRUE
0.1500 ,LAP,0.0050 ,50,45,172649.4400 ,173462.8100 ,-21749.8300 ,FALSE
0.1500 ,LAP,0.0050 ,50,50,179245.5500 ,185282.4400 ,-23637.8200 ,TRUE
0.1500 ,LAP,0.0050 ,50,55,169641.1600 ,168855.3000 ,-21845.5800 ,TRUE
0.1500 ,LAP,0.0050 ,50,60,158468.5800 ,158722.9200 ,-19032.3000 ,TRUE
0.1500 ,LAP,0.0050 ,50,65,144036.1900 ,146144.9500 ,-13311.6600 ,TRUE
0.1500 ,LAP,0.0050 ,50,70,131781.6400 ,143779.7300 ,-10851.2400 ,TRUE
0.1500 ,LAP,0.0050 ,50,75,115414.5700 ,132276.2000 ,-8581.4800 ,FALSE
0.1500 ,LAP,0.0050 ,50,80,117359.8500 ,134836.1100 ,-7535.8400 ,TRUE
0.1500 ,LAP,0.0050 ,50,85,115645.2300 ,132232.0500 ,-6851.7100 ,TRUE
0.1500 ,LAP,0.0050 ,50,90,116292.4900 ,128411.8400 ,-6152.3700 ,TRUE
0.1500 ,LAP,0.0050 ,70,0,127774.1200 ,142837.7800 ,-19362.8300 ,TRUE
0.1500 ,LAP,0.0050 ,70,5,128627.5200 ,142953.4200 ,-15862.8800 ,TRUE
0.1500 ,LAP,0.0050 ,70,10,29365.6800 ,33138.7100 ,-4680.9200 ,FALSE
0.1500 ,LAP,0.0050 ,70,15,77510.7400 ,85523.4700 ,-10079.8100 ,FALSE
0.1500 ,LAP,0.0050 ,70,20,132988.4500 ,141537.0300 ,-19181.7800 ,TRUE
0.1500 ,LAP,0.0050 ,70,25,134180.0800 ,140353.5500 ,-16059.3100 ,TRUE
0.1500 ,LAP,0.0050 ,70,30,98538.4300 ,100942.5700 ,-14908.1800 ,FALSE
0.1500 ,LAP,0.0050 ,70,35,132395.9800 ,138835.8900 ,-18248.1900 ,TRUE
0.1500 ,LAP,0.0050 ,70,40,129491.5100 ,132243.1600 ,-12221.0200 ,TRUE
0.1500 ,LAP,0.0050 ,70,45,115042.3100 ,115584.3100 ,-14492.6700 ,FALSE
0.1500 ,LAP,0.0050 ,70,50,119437.5400 ,123460.1200 ,-15750.7000 ,TRUE
0.1500 ,LAP,0.0050 ,70,55,113037.8000 ,112514.1600 ,-14556.4700 ,TRUE
0.1500 ,LAP,0.0050 ,70,60,105593.1200 ,105762.6000 ,-12681.8800 ,TRUE
0.1500 ,LAP,0.0050 ,70,65,95976.3100 ,97381.4600 ,-8870.0200 ,TRUE
0.1500 ,LAP,0.0050 ,70,70,87810.6900 ,95805.4300 ,-7230.5600 ,TRUE
0.1500 ,LAP,0.0050 ,70,75,76904.7400 ,88140.2300 ,-5718.1400 ,FALSE
0.1500 ,LAP,0.0050 ,70,80,78200.9500 ,89845.9800 ,-5021.3900 ,TRUE
0.1500 ,LAP,0.0050 ,70,85,77058.4400 ,88110.8000 ,-4565.5300 ,TRUE
0.1500 ,LAP,0.0050 ,70,90,77489.7300 ,85565.2700 ,-4099.5400 ,TRUE
0.1500 ,LAP,0.0050 ,90,0,202556.5900 ,226436.5600 ,-30695.3300 ,TRUE
0.1500 ,LAP,0.0050 ,90,5,203909.4700 ,226619.8900 ,-25146.9700 ,TRUE
0.1500 ,LAP,0.0050 ,90,10,46552.5600 ,52533.8400 ,-7420.5200 ,FALSE
0.1500 ,LAP,0.0050 ,90,15,122875.5200 ,135577.8600 ,-15979.2300 ,FALSE
0.1500 ,LAP,0.0050 ,90,20,210822.7000 ,224374.5300 ,-30408.3100 ,TRUE
0.1500 ,LAP,0.0050 ,90,25,212711.7700 ,222498.3800 ,-25458.3500 ,TRUE
0.1500 ,LAP,0.0050 ,90,30,156210.0900 ,160021.3100 ,-23633.5000 ,FALSE
0.1500 ,LAP,0.0050 ,90,35,209883.5200 ,220092.5000 ,-28928.3200 ,TRUE
0.1500 ,LAP,0.0050 ,90,40,205279.1100 ,209641.2200 ,-19373.6200 ,TRUE
0.1500 ,LAP,0.0050 ,90,45,182373.2500 ,183232.4200 ,-22974.8000 ,FALSE
0.1500 ,LAP,0.0050 ,90,50,189340.8400 ,195717.7300 ,-24969.1300 ,TRUE
0.1500 ,LAP,0.0050 ,90,55,179195.5600 ,178365.4200 ,-23075.9500 ,TRUE
0.1500 ,LAP,0.0050 ,90,60,167393.6900 ,167662.3800 ,-20104.2200 ,TRUE
0.1500 ,LAP,0.0050 ,90,65,152148.4500 ,154376.0000 ,-14061.3900 ,TRUE
0.1500 ,LAP,0.0050 ,90,70,139203.7200 ,151877.5600 ,-11462.4000 ,TRUE
0.1500 ,LAP,0.0050 ,90,75,121914.8500 ,139726.1600 ,-9064.8000 ,FALSE
0.1500 ,LAP,0.0050 ,90,80,123969.6900 ,142430.2200 ,-7960.2600 ,TRUE
0.1500 ,LAP,0.0050 ,90,85,122158.4800 ,139679.5000 ,-7237.6000 ,TRUE
0.1500 ,LAP,0.0050 ,90,90,122842.2000 ,135644.1400 ,-6498.8800 ,TRUE
